"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","戸越","戸越公園",4,95000000,"","３ＬＤＫ",65,"","","","","2018年","ＲＣ","住宅","住宅","","","","近隣商業",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","戸越","戸越公園",1,130000000,"","２ＬＤＫ",65,"","","","","2024年","ＲＣ","住宅","住宅","","","","近隣商業",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","戸越","戸越公園",1,140000000,"","３ＬＤＫ",65,"","","","","2024年","ＲＣ","住宅","住宅","","","","近隣商業",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","戸越","戸越公園",4,55000000,"","１ＬＤＫ",40,"","","","","2016年","ＲＣ","","住宅","","","","近隣商業",80,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","戸越","戸越公園",1,84000000,"","２ＬＤＫ",50,"","","","","2024年","ＲＣ","住宅","住宅","","","","近隣商業",80,400,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13109","東京都","品川区","中延","荏原中延",1,31000000,"","",55,"","長方形",5.3,65,"1982年","木造","住宅","その他","北西","私道",3.2,"近隣商業",80,400,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","中延","荏原中延",3,18000000,"","",55,"","長方形","",50,"1971年","木造","","その他","北","私道","","１種住居",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","中延","荏原町",6,75000000,2800000,"",85,860000,"ほぼ長方形",5.6,"","","","","住宅","東","私道",4,"準工業",60,200,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","中延","荏原町",5,170000000,"","",230,"","不整形","",250,"1974年","ＲＣ","共同住宅、事務所、店舗","その他","北","区道",6.7,"近隣商業",80,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","中延","荏原町",4,92000000,"","",65,"","","","","2009年","ＲＣ","","住宅","","","","１種住居",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","中延","荏原町",4,65000000,"","１ＬＤＫ",40,"","","","","2009年","ＲＣ","","住宅","","","","１種住居",60,200,"2024年第4四半期","改装済み",""
"宅地(土地)","不動産取引価格情報","商業地","13109","東京都","品川区","中延","戸越",6,45000000,4600000,"",30,1400000,"長方形",13.2,"","","","","その他","北東","都道",22.7,"近隣商業",80,400,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","中延","中延",3,67000000,2900000,"",80,860000,"ほぼ長方形",7.9,"","","","","住宅","西","区道",4.2,"１種住居",60,200,"2024年第4四半期","","私道を含む取引"
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西大井","中延",8,98000000,"","３ＬＤＫ",65,"","","","","2015年","ＲＣ","住宅","住宅","","","","商業",80,400,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西大井","西大井",10,57000000,2400000,"",80,730000,"ほぼ正方形",9.7,"","","","","住宅","北","区道",3.5,"１低住専",60,150,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西大井","西大井",8,67000000,3500000,"",65,1100000,"長方形",6,"","","","","住宅","西","私道",2.9,"１中住専",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西大井","西大井",7,66000000,2200000,"",100,660000,"長方形",7,"","","","","住宅","北","私道",1.9,"１中住専",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西大井","西大井",3,56000000,"","１ＬＤＫ",50,"","","","","1995年","ＲＣ","住宅","住宅","","","","準工業",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西大井","西大井",6,31000000,"","１Ｋ",20,"","","","","2020年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西大井","西大井",9,34000000,"","１Ｋ",20,"","","","","2024年","ＲＣ","住宅","その他","","","","準工業",60,200,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西大井","西大井",6,18000000,"","１Ｋ",20,"","","","","2002年","ＲＣ","住宅","住宅","","","","近隣商業",80,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西大井","西大井",3,53000000,"","",55,"","","","","1997年","ＲＣ","","住宅","","","","近隣商業",80,400,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","西大井","馬込",12,100000000,"","",200,"","ほぼ長方形",11,"","1978年","木造","住宅、事務所","住宅","南","私道",4,"１中住専",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西大井","馬込",8,47000000,"","２ＬＤＫ",30,"","","","","2024年","ＲＣ","","住宅","","","","準工業",60,200,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13109","東京都","品川区","西五反田","大崎広小路",6,120000000,"","",110,"","長方形",11,110,"1965年","木造","住宅","住宅","南東","区道",5.9,"商業",80,700,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","大崎広小路",8,27000000,"","１Ｋ",20,"","","","","2004年","ＳＲＣ","住宅","住宅","","","","商業",80,800,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","大崎広小路",4,20000000,"","１Ｋ",20,"","","","","2002年","ＲＣ","住宅","住宅","","","","商業",80,800,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","五反田",8,37000000,"","１ＬＤＫ",35,"","","","","1979年","ＳＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","五反田",4,38000000,"","１Ｋ",30,"","","","","1983年","ＳＲＣ","住宅","事務所","","","","商業",80,700,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","五反田",11,35000000,"","２ＬＤＫ",45,"","","","","1980年","ＳＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","五反田",9,30000000,"","１Ｋ",20,"","","","","2004年","ＳＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","戸越",6,30000000,"","１Ｋ",20,"","","","","2013年","ＲＣ","","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","戸越",7,38000000,"","１ＬＤＫ",40,"","","","","1974年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","戸越",8,23000000,"","１Ｋ",20,"","","","","2003年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","戸越",7,33000000,"","１ＬＤＫ",35,"","","","","1974年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","戸越",8,22000000,"","１Ｋ",20,"","","","","2003年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",6,16000000,"","１Ｋ",15,"","","","","1991年","ＲＣ","","住宅","","","","準工業",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",6,15000000,"","１Ｋ",15,"","","","","1991年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",5,31000000,"","１Ｋ",20,"","","","","2002年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",5,150000000,"","３ＬＤＫ",70,"","","","","2018年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",5,21000000,"","１Ｋ",20,"","","","","2000年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",5,31000000,"","",25,"","","","","2002年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",4,120000000,"","",70,"","","","","2006年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",4,80000000,"","１ＬＤＫ",55,"","","","","1999年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西五反田","不動前",4,97000000,"","２ＬＤＫ",50,"","","","","2013年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","西品川","大崎",9,45000000,"","",165,"","ほぼ長方形",10.8,"","","","","住宅","南","区道",4.3,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西品川","大崎",11,100000000,730000,"",470,220000,"不整形","","","","","","住宅","南","私道",4,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西品川","大崎",9,170000000,4100000,"",140,1200000,"ほぼ長方形",9.3,"","","","","住宅","東","私道",3.6,"１種住居",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西品川","大崎",8,160000000,"","３ＬＤＫ",75,"","","","","2018年","ＲＣ","住宅","住宅","","","","準工業",60,200,"2024年第4四半期","改装済み",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西品川","下神明",6,39000000,2000000,"",65,590000,"ほぼ整形",7,"","","","","住宅","南東","私道",1.8,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","西品川","下神明",6,78000000,"","",55,"","長方形",4.1,85,"1996年","木造","住宅","住宅","南西","区道",4.3,"準工業",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西品川","下神明",6,120000000,3200000,"",120,980000,"長方形",7,"","","","","住宅","北西","区道",4.7,"１種住居",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西品川","下神明",6,26000000,"","１Ｋ",20,"","","","","2015年","ＲＣ","住宅","住宅","","","","準工業",60,200,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","西中延","荏原中延",7,23000000,"","",75,"","不整形",1.8,90,"1967年","木造","住宅","その他","南","道路",3,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西中延","荏原中延",6,130000000,3100000,"",145,940000,"長方形",9.5,"","","","","住宅","東","区道",4.2,"１中住専",60,200,"2024年第4四半期","","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西中延","荏原中延",7,110000000,3600000,"",100,1100000,"長方形",9.3,"","","","","住宅","西","私道",2.7,"１中住専",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西中延","荏原中延",9,24000000,"","１Ｋ",20,"","","","","2011年","ＲＣ","住宅","住宅","","","","商業",80,400,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","西中延","荏原町",5,55000000,3100000,"",60,950000,"ほぼ長方形",5.8,"","","","","住宅","南西","区道",6.1,"１種住居",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西中延","旗の台",8,70000000,"","２ＬＤＫ",50,"","","","","2004年","ＳＲＣ","住宅","住宅","","","","商業",80,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","西中延","旗の台",6,32000000,"","１Ｋ",20,"","","","","2019年","ＲＣ","","住宅","","","","商業",80,400,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","荏原町",3,90000000,"","",55,"","長方形",4.9,"","","","","住宅","南","区道",4,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","荏原町",6,80000000,"","",55,"","ほぼ長方形",6.3,80,"2003年","木造","住宅","住宅","北西","区道",4,"１中住専",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","荏原町",3,86000000,"","",55,"","ほぼ台形",5.8,100,"","木造","住宅","住宅","南","区道",4.1,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","洗足",10,90000000,"","",55,"","不整形",8.8,80,"2025年","木造","住宅","住宅","東","私道",3.5,"１種住居",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","旗の台",4,110000000,"","",80,"","ほぼ長方形",6.9,95,"2024年","木造","住宅","住宅","南西","区道",4.2,"１中住専",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","旗の台",8,330000000,"","",260,"","ほぼ台形",16.5,75,"1952年","木造","住宅","その他","東","区道",5.3,"１種住居",60,300,"2024年第4四半期","","隣地の購入"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","旗の台",5,83000000,"","",80,"","不整形",2.5,80,"2012年","木造","住宅","住宅","北西","区道",4.2,"１低住専",60,150,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","旗の台",3,98000000,4100000,"",80,1200000,"ほぼ台形",9.5,"","","","","","南東","区道",5.5,"近隣商業",80,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","旗の台",6,73000000,"","",75,"","ほぼ正方形",6.5,80,"2025年","木造","住宅","住宅","南西","私道",4,"１中住専",60,200,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","旗の台","旗の台",9,80000000,"","",55,"","袋地等",2.5,70,"2025年","木造","住宅","住宅","北東","私道",4,"１種住居",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","旗の台","旗の台",4,77000000,"","２ＬＤＫ",80,"","","","","1996年","ＲＣ","住宅","住宅","","","","１中住専",60,200,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","東大井","大井町",10,49000000,2700000,"",60,820000,"不整形",4,"","","","","住宅","南東","区道",5.3,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","東大井","大井町",10,49000000,2700000,"",60,820000,"長方形",5,"","","","","住宅","南東","区道",5.3,"１種住居",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",4,67000000,"","２ＬＤＫ",50,"","","","","1993年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",4,120000000,"","",65,"","","","","2012年","ＲＣ","住宅","","","","","商業",80,600,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",3,73000000,"","３ＬＤＫ",70,"","","","","2000年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",7,24000000,"","１ＬＤＫ",35,"","","","","1973年","ＲＣ","住宅","住宅","","","","１中住専",60,200,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",4,95000000,"","２ＬＤＫ",55,"","","","","2014年","ＲＣ","住宅","住宅","","","","近隣商業",80,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",7,100000000,"","",80,"","","","","2004年","ＲＣ","住宅","","","","","１中住専",60,200,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",3,120000000,"","３ＬＤＫ",65,"","","","","2012年","ＲＣ","住宅","","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","大井町",3,52000000,"","１ＬＤＫ",30,"","","","","2022年","ＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","東大井","鮫洲",4,180000000,"","",120,"","ほぼ長方形",7.3,195,"2018年","軽量鉄骨造","住宅、共同住宅","その他","北西","区道",5,"１中住専",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","東大井","鮫洲",3,32000000,"","",60,"","長方形","",50,"1999年","","","住宅","北西","区道",3,"準工業",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","鮫洲",3,23000000,"","１Ｋ",20,"","","","","2007年","ＲＣ","","住宅","","","","準工業",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","鮫洲",7,130000000,"","",85,"","","","","2018年","ＲＣ","","住宅","","","","準工業",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","鮫洲",7,140000000,"","３ＬＤＫ",85,"","","","","2018年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","鮫洲",3,110000000,"","３ＬＤＫ",70,"","","","","2005年","ＲＣ","","住宅","","","","１中住専",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","品川シーサイド",3,63000000,"","１ＬＤＫ",40,"","","","","2008年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","改装済み",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","東大井","立会川",4,76000000,"","",65,"","ほぼ長方形",6.6,80,"2024年","木造","住宅","住宅","東","私道",3.3,"１種住居",60,200,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","東大井","立会川",7,1300000000,"","",1500,"","不整形",18,1400,"2006年","","共同住宅","住宅","南","区道",4,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13109","東京都","品川区","東大井","立会川",2,23000000,"","",45,"","ほぼ長方形",5.7,45,"1953年","木造","住宅、店舗","店舗","北西","区道",3.8,"近隣商業",80,300,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","東大井","立会川",6,320000000,"","",330,"","ほぼ台形",21,450,"1986年","鉄骨造","共同住宅","その他","南","区道",4.1,"商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","立会川",7,19000000,"","１Ｋ",20,"","","","","1998年","ＲＣ","","住宅","","","","１種住居",60,200,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東大井","立会川",6,69000000,"","３ＬＤＫ",75,"","","","","1986年","ＲＣ","","住宅","","","","１種住居",60,200,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","大崎",6,170000000,"","３ＬＤＫ",75,"","","","","2001年","ＲＣ","住宅","","","","","準工業",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","大崎",6,180000000,"","オープンフロア",80,"","","","","2001年","ＲＣ","事務所","事務所","","","","準工業",60,300,"2024年第4四半期","改装済み",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","東五反田","五反田",6,340000000,"","",210,"","ほぼ長方形",13,185,"1961年","木造","住宅","住宅","南西","区道",4.3,"１種住居",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",6,130000000,"","２ＬＤＫ",65,"","","","","2010年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",8,28000000,"","１Ｋ",20,"","","","","2014年","ＲＣ","住宅","住宅","","","","２種住居",60,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",3,32000000,"","",20,"","","","","2015年","ＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",6,72000000,"","２ＬＤＫ",55,"","","","","2003年","ＲＣ","住宅","住宅","","","","２種住居",60,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",5,33000000,"","１Ｋ",30,"","","","","2004年","ＲＣ","住宅","住宅","","","","商業",80,700,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",8,37000000,"","",20,"","","","","2019年","ＲＣ","住宅","","","","","２種住居",60,400,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",8,36000000,"","１Ｋ",20,"","","","","2019年","ＲＣ","住宅","住宅","","","","２種住居",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","東五反田","五反田",6,21000000,"","１Ｋ",15,"","","","","1998年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
